"ORIGIN NET (mindspore)","TARGET NET (pytorch)","shape of orig","shape of target","result of allclose","ratio of allclose","cosine similarity","mean & max diffs"
"NN_BatchNorm2d_617_forward_output","NN_BatchNorm2d_617_forward_output","(10, 512, 7, 7)","(10, 512, 7, 7)","False","0.99%","-0.01552","0.00604, 0.03478"
"NN_BatchNorm2d_618_forward_input.0","NN_BatchNorm2d_618_forward_input.0","(10, 512, 7, 7)","(10, 512, 7, 7)","False","0.99%","-0.01552","0.00604, 0.03478"
"NN_BatchNorm2d_618_forward_output","NN_BatchNorm2d_618_forward_output","(10, 512, 7, 7)","(10, 512, 7, 7)","False","0.99%","-0.01552","0.00604, 0.03478"
"NN_BatchNorm2d_619_forward_input.0","NN_BatchNorm2d_619_forward_input.0","(10, 512, 7, 7)","(10, 512, 7, 7)","False","0.99%","-0.01552","0.00604, 0.03478"
"NN_BatchNorm2d_619_forward_output","NN_BatchNorm2d_619_forward_output","(10, 512, 7, 7)","(10, 512, 7, 7)","False","0.99%","-0.01552","0.00604, 0.03478"
"NN_BatchNorm2d_620_forward_input.0","NN_BatchNorm2d_620_forward_input.0","(10, 512, 7, 7)","(10, 512, 7, 7)","False","0.99%","-0.01552","0.00604, 0.03478"
"NN_BatchNorm2d_620_forward_output","NN_BatchNorm2d_620_forward_output","(10, 512, 7, 7)","(10, 512, 7, 7)","False","0.99%","-0.01552","0.00604, 0.03478"
"NN_BatchNorm2d_621_forward_input.0","NN_BatchNorm2d_621_forward_input.0","(10, 512, 7, 7)","(10, 512, 7, 7)","False","0.99%","-0.01552","0.00604, 0.03478"
"NN_BatchNorm2d_621_forward_output","NN_BatchNorm2d_621_forward_output","(10, 512, 7, 7)","(10, 512, 7, 7)","False","0.99%","-0.01552","0.00604, 0.03478"
"NN_BatchNorm2d_622_forward_input.0","NN_BatchNorm2d_622_forward_input.0","(10, 512, 7, 7)","(10, 512, 7, 7)","False","0.99%","-0.01552","0.00604, 0.03478"
"NN_BatchNorm2d_622_forward_output","NN_BatchNorm2d_622_forward_output","(10, 512, 7, 7)","(10, 512, 7, 7)","False","0.99%","-0.01552","0.00604, 0.03478"
"Functional_relu_87_forward_input.0","Functional_relu_87_forward_input.0","(10, 512, 7, 7)","(10, 512, 7, 7)","False","0.99%","-0.01552","0.00604, 0.03478"
"Functional_relu_87_forward_output","Functional_relu_87_forward_output","(10, 512, 7, 7)","(10, 512, 7, 7)","False","24.81%","0.31013","0.00405, 0.02214"
"NN_Conv2d_616_forward_input.0","NN_Conv2d_616_forward_input.0","(10, 512, 7, 7)","(10, 512, 7, 7)","False","24.81%","0.31013","0.00405, 0.02214"
"NN_Conv2d_616_forward_output","NN_Conv2d_616_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.11%","0.00277","0.00255, 0.01469"
"NN_Conv2d_617_forward_input.0","NN_Conv2d_617_forward_input.0","(10, 512, 7, 7)","(10, 512, 7, 7)","False","24.81%","0.31013","0.00405, 0.02214"
"NN_Conv2d_617_forward_output","NN_Conv2d_617_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.11%","0.00277","0.00255, 0.01469"
"NN_Conv2d_618_forward_input.0","NN_Conv2d_618_forward_input.0","(10, 512, 7, 7)","(10, 512, 7, 7)","False","24.81%","0.31013","0.00405, 0.02214"
"NN_Conv2d_618_forward_output","NN_Conv2d_618_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.11%","0.00277","0.00255, 0.01469"
"NN_Conv2d_619_forward_input.0","NN_Conv2d_619_forward_input.0","(10, 512, 7, 7)","(10, 512, 7, 7)","False","24.81%","0.31013","0.00405, 0.02214"
"NN_Conv2d_619_forward_output","NN_Conv2d_619_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.11%","0.00277","0.00255, 0.01469"
"NN_Conv2d_620_forward_input.0","NN_Conv2d_620_forward_input.0","(10, 512, 7, 7)","(10, 512, 7, 7)","False","24.81%","0.31013","0.00405, 0.02214"
"NN_Conv2d_620_forward_output","NN_Conv2d_620_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.11%","0.00277","0.00255, 0.01469"
"NN_Conv2d_621_forward_input.0","NN_Conv2d_621_forward_input.0","(10, 512, 7, 7)","(10, 512, 7, 7)","False","24.81%","0.31013","0.00405, 0.02214"
"NN_Conv2d_621_forward_output","NN_Conv2d_621_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.11%","0.00277","0.00255, 0.01469"
"NN_Conv2d_622_forward_input.0","NN_Conv2d_622_forward_input.0","(10, 512, 7, 7)","(10, 512, 7, 7)","False","24.81%","0.31013","0.00405, 0.02214"
"NN_Conv2d_622_forward_output","NN_Conv2d_622_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.11%","0.00277","0.00255, 0.01469"
"NN_BatchNorm2d_623_forward_input.0","NN_BatchNorm2d_623_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.11%","0.00277","0.00255, 0.01469"
"NN_BatchNorm2d_623_forward_output","NN_BatchNorm2d_623_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.11%","0.00277","0.00255, 0.01469"
"NN_BatchNorm2d_624_forward_input.0","NN_BatchNorm2d_624_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.11%","0.00277","0.00255, 0.01469"
"NN_BatchNorm2d_624_forward_output","NN_BatchNorm2d_624_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.11%","0.00277","0.00255, 0.01469"
"NN_BatchNorm2d_625_forward_input.0","NN_BatchNorm2d_625_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.11%","0.00277","0.00255, 0.01469"
"NN_BatchNorm2d_625_forward_output","NN_BatchNorm2d_625_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.11%","0.00277","0.00255, 0.01469"
"NN_BatchNorm2d_626_forward_input.0","NN_BatchNorm2d_626_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.11%","0.00277","0.00255, 0.01469"
"NN_BatchNorm2d_626_forward_output","NN_BatchNorm2d_626_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.11%","0.00277","0.00255, 0.01469"
"NN_BatchNorm2d_627_forward_input.0","NN_BatchNorm2d_627_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.11%","0.00277","0.00255, 0.01469"
"NN_BatchNorm2d_627_forward_output","NN_BatchNorm2d_627_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.11%","0.00277","0.00255, 0.01469"
"NN_BatchNorm2d_628_forward_input.0","NN_BatchNorm2d_628_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.11%","0.00277","0.00255, 0.01469"
"NN_BatchNorm2d_628_forward_output","NN_BatchNorm2d_628_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.11%","0.00277","0.00255, 0.01469"
"NN_BatchNorm2d_629_forward_input.0","NN_BatchNorm2d_629_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.11%","0.00277","0.00255, 0.01469"
"NN_BatchNorm2d_629_forward_output","NN_BatchNorm2d_629_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.11%","0.00277","0.00255, 0.01469"
"Functional_relu_88_forward_input.0","Functional_relu_88_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.11%","0.00277","0.00255, 0.01469"
"Functional_relu_88_forward_output","Functional_relu_88_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","29.45%","0.31998","0.00169, 0.00725"
"NN_Conv2d_623_forward_input.0","NN_Conv2d_623_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","29.45%","0.31998","0.00169, 0.00725"
"NN_Conv2d_623_forward_output","NN_Conv2d_623_forward_output","(10, 32, 7, 7)","(10, 32, 7, 7)","False","7.80%","0.18169","0.00079, 0.00304"
"NN_Conv2d_624_forward_input.0","NN_Conv2d_624_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","29.45%","0.31998","0.00169, 0.00725"
"NN_Conv2d_624_forward_output","NN_Conv2d_624_forward_output","(10, 32, 7, 7)","(10, 32, 7, 7)","False","7.80%","0.18169","0.00079, 0.00304"
"NN_Conv2d_625_forward_input.0","NN_Conv2d_625_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","29.45%","0.31998","0.00169, 0.00725"
"NN_Conv2d_625_forward_output","NN_Conv2d_625_forward_output","(10, 32, 7, 7)","(10, 32, 7, 7)","False","7.80%","0.18169","0.00079, 0.00304"
"NN_Conv2d_626_forward_input.0","NN_Conv2d_626_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","29.45%","0.31998","0.00169, 0.00725"
"NN_Conv2d_626_forward_output","NN_Conv2d_626_forward_output","(10, 32, 7, 7)","(10, 32, 7, 7)","False","7.80%","0.18169","0.00079, 0.00304"
"NN_Conv2d_627_forward_input.0","NN_Conv2d_627_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","29.45%","0.31998","0.00169, 0.00725"
"NN_Conv2d_627_forward_output","NN_Conv2d_627_forward_output","(10, 32, 7, 7)","(10, 32, 7, 7)","False","7.80%","0.18169","0.00079, 0.00304"
"NN_Conv2d_628_forward_input.0","NN_Conv2d_628_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","29.45%","0.31998","0.00169, 0.00725"
"NN_Conv2d_628_forward_output","NN_Conv2d_628_forward_output","(10, 32, 7, 7)","(10, 32, 7, 7)","False","7.80%","0.18169","0.00079, 0.00304"
"NN_Conv2d_629_forward_input.0","NN_Conv2d_629_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","29.45%","0.31998","0.00169, 0.00725"
"NN_Conv2d_629_forward_output","NN_Conv2d_629_forward_output","(10, 32, 7, 7)","(10, 32, 7, 7)","False","7.80%","0.18169","0.00079, 0.00304"
"Functional_concat_42_forward_input.0.0","Torch_cat_42_forward_input.0.0","(10, 512, 7, 7)","(10, 512, 7, 7)","False","0.99%","-0.01552","0.00604, 0.03478"
"Functional_concat_42_forward_input.0.1","Torch_cat_42_forward_input.0.1","(10, 32, 7, 7)","(10, 32, 7, 7)","False","7.80%","0.18169","0.00079, 0.00304"
"","Torch_cat_42_forward_output","","(10, 544, 7, 7)","False","0.00%","nan","nan, nan"
"Functional_concat_42_forward_output","","(10, 544, 7, 7)","","False","0.00%","nan","nan, nan"
"NN_BatchNorm2d_630_forward_input.0","NN_BatchNorm2d_630_forward_input.0","(10, 544, 7, 7)","(10, 544, 7, 7)","False","1.39%","-0.01525","0.00573, 0.03478"
"NN_BatchNorm2d_630_forward_output","NN_BatchNorm2d_630_forward_output","(10, 544, 7, 7)","(10, 544, 7, 7)","False","1.39%","-0.01525","0.00573, 0.03478"
"NN_BatchNorm2d_631_forward_input.0","NN_BatchNorm2d_631_forward_input.0","(10, 544, 7, 7)","(10, 544, 7, 7)","False","1.39%","-0.01525","0.00573, 0.03478"
"NN_BatchNorm2d_631_forward_output","NN_BatchNorm2d_631_forward_output","(10, 544, 7, 7)","(10, 544, 7, 7)","False","1.39%","-0.01525","0.00573, 0.03478"
"NN_BatchNorm2d_632_forward_input.0","NN_BatchNorm2d_632_forward_input.0","(10, 544, 7, 7)","(10, 544, 7, 7)","False","1.39%","-0.01525","0.00573, 0.03478"
"NN_BatchNorm2d_632_forward_output","NN_BatchNorm2d_632_forward_output","(10, 544, 7, 7)","(10, 544, 7, 7)","False","1.39%","-0.01525","0.00573, 0.03478"
"NN_BatchNorm2d_633_forward_input.0","NN_BatchNorm2d_633_forward_input.0","(10, 544, 7, 7)","(10, 544, 7, 7)","False","1.39%","-0.01525","0.00573, 0.03478"
"NN_BatchNorm2d_633_forward_output","NN_BatchNorm2d_633_forward_output","(10, 544, 7, 7)","(10, 544, 7, 7)","False","1.39%","-0.01525","0.00573, 0.03478"
"NN_BatchNorm2d_634_forward_input.0","NN_BatchNorm2d_634_forward_input.0","(10, 544, 7, 7)","(10, 544, 7, 7)","False","1.39%","-0.01525","0.00573, 0.03478"
"NN_BatchNorm2d_634_forward_output","NN_BatchNorm2d_634_forward_output","(10, 544, 7, 7)","(10, 544, 7, 7)","False","1.39%","-0.01525","0.00573, 0.03478"
"NN_BatchNorm2d_635_forward_input.0","NN_BatchNorm2d_635_forward_input.0","(10, 544, 7, 7)","(10, 544, 7, 7)","False","1.39%","-0.01525","0.00573, 0.03478"
"NN_BatchNorm2d_635_forward_output","NN_BatchNorm2d_635_forward_output","(10, 544, 7, 7)","(10, 544, 7, 7)","False","1.39%","-0.01525","0.00573, 0.03478"
"NN_BatchNorm2d_636_forward_input.0","NN_BatchNorm2d_636_forward_input.0","(10, 544, 7, 7)","(10, 544, 7, 7)","False","1.39%","-0.01525","0.00573, 0.03478"
"NN_BatchNorm2d_636_forward_output","NN_BatchNorm2d_636_forward_output","(10, 544, 7, 7)","(10, 544, 7, 7)","False","1.39%","-0.01525","0.00573, 0.03478"
"Functional_relu_89_forward_input.0","Functional_relu_89_forward_input.0","(10, 544, 7, 7)","(10, 544, 7, 7)","False","1.39%","-0.01525","0.00573, 0.03478"
"Functional_relu_89_forward_output","Functional_relu_89_forward_output","(10, 544, 7, 7)","(10, 544, 7, 7)","False","25.35%","0.31025","0.00385, 0.02214"
"NN_Conv2d_630_forward_input.0","NN_Conv2d_630_forward_input.0","(10, 544, 7, 7)","(10, 544, 7, 7)","False","25.35%","0.31025","0.00385, 0.02214"
"NN_Conv2d_630_forward_output","NN_Conv2d_630_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.54%","0.07844","0.00247, 0.01155"
"NN_Conv2d_631_forward_input.0","NN_Conv2d_631_forward_input.0","(10, 544, 7, 7)","(10, 544, 7, 7)","False","25.35%","0.31025","0.00385, 0.02214"
"NN_Conv2d_631_forward_output","NN_Conv2d_631_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.54%","0.07844","0.00247, 0.01155"
"NN_Conv2d_632_forward_input.0","NN_Conv2d_632_forward_input.0","(10, 544, 7, 7)","(10, 544, 7, 7)","False","25.35%","0.31025","0.00385, 0.02214"
"NN_Conv2d_632_forward_output","NN_Conv2d_632_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.54%","0.07844","0.00247, 0.01155"
"NN_Conv2d_633_forward_input.0","NN_Conv2d_633_forward_input.0","(10, 544, 7, 7)","(10, 544, 7, 7)","False","25.35%","0.31025","0.00385, 0.02214"
"NN_Conv2d_633_forward_output","NN_Conv2d_633_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.54%","0.07844","0.00247, 0.01155"
"NN_Conv2d_634_forward_input.0","NN_Conv2d_634_forward_input.0","(10, 544, 7, 7)","(10, 544, 7, 7)","False","25.35%","0.31025","0.00385, 0.02214"
"NN_Conv2d_634_forward_output","NN_Conv2d_634_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.54%","0.07844","0.00247, 0.01155"
"NN_Conv2d_635_forward_input.0","NN_Conv2d_635_forward_input.0","(10, 544, 7, 7)","(10, 544, 7, 7)","False","25.35%","0.31025","0.00385, 0.02214"
"NN_Conv2d_635_forward_output","NN_Conv2d_635_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.54%","0.07844","0.00247, 0.01155"
"NN_Conv2d_636_forward_input.0","NN_Conv2d_636_forward_input.0","(10, 544, 7, 7)","(10, 544, 7, 7)","False","25.35%","0.31025","0.00385, 0.02214"
"NN_Conv2d_636_forward_output","NN_Conv2d_636_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.54%","0.07844","0.00247, 0.01155"
"NN_BatchNorm2d_637_forward_input.0","NN_BatchNorm2d_637_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.54%","0.07844","0.00247, 0.01155"
"NN_BatchNorm2d_637_forward_output","NN_BatchNorm2d_637_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.54%","0.07844","0.00247, 0.01155"
"NN_BatchNorm2d_638_forward_input.0","NN_BatchNorm2d_638_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.54%","0.07844","0.00247, 0.01155"
"NN_BatchNorm2d_638_forward_output","NN_BatchNorm2d_638_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.54%","0.07844","0.00247, 0.01155"
"NN_BatchNorm2d_639_forward_input.0","NN_BatchNorm2d_639_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.54%","0.07844","0.00247, 0.01155"
"NN_BatchNorm2d_639_forward_output","NN_BatchNorm2d_639_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.54%","0.07844","0.00247, 0.01155"
"NN_BatchNorm2d_640_forward_input.0","NN_BatchNorm2d_640_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.54%","0.07844","0.00247, 0.01155"
"NN_BatchNorm2d_640_forward_output","NN_BatchNorm2d_640_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.54%","0.07844","0.00247, 0.01155"
"NN_BatchNorm2d_641_forward_input.0","NN_BatchNorm2d_641_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.54%","0.07844","0.00247, 0.01155"
"NN_BatchNorm2d_641_forward_output","NN_BatchNorm2d_641_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.54%","0.07844","0.00247, 0.01155"
"NN_BatchNorm2d_642_forward_input.0","NN_BatchNorm2d_642_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.54%","0.07844","0.00247, 0.01155"
"NN_BatchNorm2d_642_forward_output","NN_BatchNorm2d_642_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.54%","0.07844","0.00247, 0.01155"
"NN_BatchNorm2d_643_forward_input.0","NN_BatchNorm2d_643_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.54%","0.07844","0.00247, 0.01155"
"NN_BatchNorm2d_643_forward_output","NN_BatchNorm2d_643_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.54%","0.07844","0.00247, 0.01155"
"Functional_relu_90_forward_input.0","Functional_relu_90_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.54%","0.07844","0.00247, 0.01155"
"Functional_relu_90_forward_output","Functional_relu_90_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","29.32%","0.34083","0.00172, 0.00649"
"NN_Conv2d_637_forward_input.0","NN_Conv2d_637_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","29.32%","0.34083","0.00172, 0.00649"
"NN_Conv2d_637_forward_output","NN_Conv2d_637_forward_output","(10, 32, 7, 7)","(10, 32, 7, 7)","False","7.69%","0.19795","0.00089, 0.00314"
"NN_Conv2d_638_forward_input.0","NN_Conv2d_638_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","29.32%","0.34083","0.00172, 0.00649"
"NN_Conv2d_638_forward_output","NN_Conv2d_638_forward_output","(10, 32, 7, 7)","(10, 32, 7, 7)","False","7.69%","0.19795","0.00089, 0.00314"
"NN_Conv2d_639_forward_input.0","NN_Conv2d_639_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","29.32%","0.34083","0.00172, 0.00649"
"NN_Conv2d_639_forward_output","NN_Conv2d_639_forward_output","(10, 32, 7, 7)","(10, 32, 7, 7)","False","7.69%","0.19795","0.00089, 0.00314"
"NN_Conv2d_640_forward_input.0","NN_Conv2d_640_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","29.32%","0.34083","0.00172, 0.00649"
"NN_Conv2d_640_forward_output","NN_Conv2d_640_forward_output","(10, 32, 7, 7)","(10, 32, 7, 7)","False","7.69%","0.19795","0.00089, 0.00314"
"NN_Conv2d_641_forward_input.0","NN_Conv2d_641_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","29.32%","0.34083","0.00172, 0.00649"
"NN_Conv2d_641_forward_output","NN_Conv2d_641_forward_output","(10, 32, 7, 7)","(10, 32, 7, 7)","False","7.69%","0.19795","0.00089, 0.00314"
"NN_Conv2d_642_forward_input.0","NN_Conv2d_642_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","29.32%","0.34083","0.00172, 0.00649"
"NN_Conv2d_642_forward_output","NN_Conv2d_642_forward_output","(10, 32, 7, 7)","(10, 32, 7, 7)","False","7.69%","0.19795","0.00089, 0.00314"
"NN_Conv2d_643_forward_input.0","NN_Conv2d_643_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","29.32%","0.34083","0.00172, 0.00649"
"NN_Conv2d_643_forward_output","NN_Conv2d_643_forward_output","(10, 32, 7, 7)","(10, 32, 7, 7)","False","7.69%","0.19795","0.00089, 0.00314"
"Functional_concat_43_forward_input.0.0","Torch_cat_43_forward_input.0.0","(10, 544, 7, 7)","(10, 544, 7, 7)","False","1.39%","-0.01525","0.00573, 0.03478"
"Functional_concat_43_forward_input.0.1","Torch_cat_43_forward_input.0.1","(10, 32, 7, 7)","(10, 32, 7, 7)","False","7.69%","0.19795","0.00089, 0.00314"
"","Torch_cat_43_forward_output","","(10, 576, 7, 7)","False","0.00%","nan","nan, nan"
"Functional_concat_43_forward_output","","(10, 576, 7, 7)","","False","0.00%","nan","nan, nan"
"NN_BatchNorm2d_644_forward_input.0","NN_BatchNorm2d_644_forward_input.0","(10, 576, 7, 7)","(10, 576, 7, 7)","False","1.74%","-0.01489","0.00546, 0.03478"
"NN_BatchNorm2d_644_forward_output","NN_BatchNorm2d_644_forward_output","(10, 576, 7, 7)","(10, 576, 7, 7)","False","1.74%","-0.01489","0.00546, 0.03478"
"NN_BatchNorm2d_645_forward_input.0","NN_BatchNorm2d_645_forward_input.0","(10, 576, 7, 7)","(10, 576, 7, 7)","False","1.74%","-0.01489","0.00546, 0.03478"
"NN_BatchNorm2d_645_forward_output","NN_BatchNorm2d_645_forward_output","(10, 576, 7, 7)","(10, 576, 7, 7)","False","1.74%","-0.01489","0.00546, 0.03478"
"NN_BatchNorm2d_646_forward_input.0","NN_BatchNorm2d_646_forward_input.0","(10, 576, 7, 7)","(10, 576, 7, 7)","False","1.74%","-0.01489","0.00546, 0.03478"
"NN_BatchNorm2d_646_forward_output","NN_BatchNorm2d_646_forward_output","(10, 576, 7, 7)","(10, 576, 7, 7)","False","1.74%","-0.01489","0.00546, 0.03478"
"NN_BatchNorm2d_647_forward_input.0","NN_BatchNorm2d_647_forward_input.0","(10, 576, 7, 7)","(10, 576, 7, 7)","False","1.74%","-0.01489","0.00546, 0.03478"
"NN_BatchNorm2d_647_forward_output","NN_BatchNorm2d_647_forward_output","(10, 576, 7, 7)","(10, 576, 7, 7)","False","1.74%","-0.01489","0.00546, 0.03478"
"NN_BatchNorm2d_648_forward_input.0","NN_BatchNorm2d_648_forward_input.0","(10, 576, 7, 7)","(10, 576, 7, 7)","False","1.74%","-0.01489","0.00546, 0.03478"
"NN_BatchNorm2d_648_forward_output","NN_BatchNorm2d_648_forward_output","(10, 576, 7, 7)","(10, 576, 7, 7)","False","1.74%","-0.01489","0.00546, 0.03478"
"NN_BatchNorm2d_649_forward_input.0","NN_BatchNorm2d_649_forward_input.0","(10, 576, 7, 7)","(10, 576, 7, 7)","False","1.74%","-0.01489","0.00546, 0.03478"
"NN_BatchNorm2d_649_forward_output","NN_BatchNorm2d_649_forward_output","(10, 576, 7, 7)","(10, 576, 7, 7)","False","1.74%","-0.01489","0.00546, 0.03478"
"NN_BatchNorm2d_650_forward_input.0","NN_BatchNorm2d_650_forward_input.0","(10, 576, 7, 7)","(10, 576, 7, 7)","False","1.74%","-0.01489","0.00546, 0.03478"
"NN_BatchNorm2d_650_forward_output","NN_BatchNorm2d_650_forward_output","(10, 576, 7, 7)","(10, 576, 7, 7)","False","1.74%","-0.01489","0.00546, 0.03478"
"Functional_relu_91_forward_input.0","Functional_relu_91_forward_input.0","(10, 576, 7, 7)","(10, 576, 7, 7)","False","1.74%","-0.01489","0.00546, 0.03478"
"Functional_relu_91_forward_output","Functional_relu_91_forward_output","(10, 576, 7, 7)","(10, 576, 7, 7)","False","25.40%","0.31050","0.00365, 0.02214"
"NN_Conv2d_644_forward_input.0","NN_Conv2d_644_forward_input.0","(10, 576, 7, 7)","(10, 576, 7, 7)","False","25.40%","0.31050","0.00365, 0.02214"
"NN_Conv2d_644_forward_output","NN_Conv2d_644_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.64%","-0.00544","0.00235, 0.01343"
"NN_Conv2d_645_forward_input.0","NN_Conv2d_645_forward_input.0","(10, 576, 7, 7)","(10, 576, 7, 7)","False","25.40%","0.31050","0.00365, 0.02214"
"NN_Conv2d_645_forward_output","NN_Conv2d_645_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.64%","-0.00544","0.00235, 0.01343"
"NN_Conv2d_646_forward_input.0","NN_Conv2d_646_forward_input.0","(10, 576, 7, 7)","(10, 576, 7, 7)","False","25.40%","0.31050","0.00365, 0.02214"
"NN_Conv2d_646_forward_output","NN_Conv2d_646_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.64%","-0.00544","0.00235, 0.01343"
"NN_Conv2d_647_forward_input.0","NN_Conv2d_647_forward_input.0","(10, 576, 7, 7)","(10, 576, 7, 7)","False","25.40%","0.31050","0.00365, 0.02214"
"NN_Conv2d_647_forward_output","NN_Conv2d_647_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.64%","-0.00544","0.00235, 0.01343"
"NN_Conv2d_648_forward_input.0","NN_Conv2d_648_forward_input.0","(10, 576, 7, 7)","(10, 576, 7, 7)","False","25.40%","0.31050","0.00365, 0.02214"
"NN_Conv2d_648_forward_output","NN_Conv2d_648_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.64%","-0.00544","0.00235, 0.01343"
"NN_Conv2d_649_forward_input.0","NN_Conv2d_649_forward_input.0","(10, 576, 7, 7)","(10, 576, 7, 7)","False","25.40%","0.31050","0.00365, 0.02214"
"NN_Conv2d_649_forward_output","NN_Conv2d_649_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.64%","-0.00544","0.00235, 0.01343"
"NN_Conv2d_650_forward_input.0","NN_Conv2d_650_forward_input.0","(10, 576, 7, 7)","(10, 576, 7, 7)","False","25.40%","0.31050","0.00365, 0.02214"
"NN_Conv2d_650_forward_output","NN_Conv2d_650_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.64%","-0.00544","0.00235, 0.01343"
"NN_BatchNorm2d_651_forward_input.0","NN_BatchNorm2d_651_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.64%","-0.00544","0.00235, 0.01343"
"NN_BatchNorm2d_651_forward_output","NN_BatchNorm2d_651_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.64%","-0.00544","0.00235, 0.01343"
"NN_BatchNorm2d_652_forward_input.0","NN_BatchNorm2d_652_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.64%","-0.00544","0.00235, 0.01343"
"NN_BatchNorm2d_652_forward_output","NN_BatchNorm2d_652_forward_output","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.64%","-0.00544","0.00235, 0.01343"
"NN_BatchNorm2d_653_forward_input.0","NN_BatchNorm2d_653_forward_input.0","(10, 128, 7, 7)","(10, 128, 7, 7)","False","2.64%","-0.00544","0.00235, 0.01343"
