"ORIGIN NET (mindspore)","TARGET NET (pytorch)"
"Functional_concat_48","Torch_cat_48
LAYER_features_dense_3_6
LAYER_features_dense_3_7_bn1"
"NN_BatchNorm2d_612","NN_BatchNorm2d_612"
"NN_BatchNorm2d_613","NN_BatchNorm2d_613"
"NN_BatchNorm2d_614","NN_BatchNorm2d_614"
"NN_BatchNorm2d_615","NN_BatchNorm2d_615"
"NN_BatchNorm2d_616","NN_BatchNorm2d_616"
"NN_BatchNorm2d_617","NN_BatchNorm2d_617"
"Functional_relu_101","Functional_relu_101"
"","LAYER_features_dense_3_7_conv1"
"NN_Conv2d_612","NN_Conv2d_612"
"NN_Conv2d_613","NN_Conv2d_613"
"NN_Conv2d_614","NN_Conv2d_614"
"NN_Conv2d_615","NN_Conv2d_615"
"NN_Conv2d_616","NN_Conv2d_616"
"NN_Conv2d_617","NN_Conv2d_617"
"","LAYER_features_dense_3_7_bn2"
"NN_BatchNorm2d_618","NN_BatchNorm2d_618"
"NN_BatchNorm2d_619","NN_BatchNorm2d_619"
"NN_BatchNorm2d_620","NN_BatchNorm2d_620"
"NN_BatchNorm2d_621","NN_BatchNorm2d_621"
"NN_BatchNorm2d_622","NN_BatchNorm2d_622"
"NN_BatchNorm2d_623","NN_BatchNorm2d_623"
"Functional_relu_102","Functional_relu_102"
"","LAYER_features_dense_3_7_conv2"
"NN_Conv2d_618","NN_Conv2d_618"
"NN_Conv2d_619","NN_Conv2d_619"
"NN_Conv2d_620","NN_Conv2d_620"
"NN_Conv2d_621","NN_Conv2d_621"
"NN_Conv2d_622","NN_Conv2d_622"
"NN_Conv2d_623","NN_Conv2d_623"
"Functional_concat_49","Torch_cat_49
LAYER_features_dense_3_7
LAYER_features_dense_3_8_bn1"
"NN_BatchNorm2d_624","NN_BatchNorm2d_624"
"NN_BatchNorm2d_625","NN_BatchNorm2d_625"
"NN_BatchNorm2d_626","NN_BatchNorm2d_626"
"NN_BatchNorm2d_627","NN_BatchNorm2d_627"
"NN_BatchNorm2d_628","NN_BatchNorm2d_628"
"NN_BatchNorm2d_629","NN_BatchNorm2d_629"
"Functional_relu_103","Functional_relu_103"
"","LAYER_features_dense_3_8_conv1"
"NN_Conv2d_624","NN_Conv2d_624"
"NN_Conv2d_625","NN_Conv2d_625"
"NN_Conv2d_626","NN_Conv2d_626"
"NN_Conv2d_627","NN_Conv2d_627"
"NN_Conv2d_628","NN_Conv2d_628"
"NN_Conv2d_629","NN_Conv2d_629"
"","LAYER_features_dense_3_8_bn2"
"NN_BatchNorm2d_630","NN_BatchNorm2d_630"
"NN_BatchNorm2d_631","NN_BatchNorm2d_631"
"NN_BatchNorm2d_632","NN_BatchNorm2d_632"
"NN_BatchNorm2d_633","NN_BatchNorm2d_633"
"NN_BatchNorm2d_634","NN_BatchNorm2d_634"
"NN_BatchNorm2d_635","NN_BatchNorm2d_635"
"Functional_relu_104","Functional_relu_104"
"","LAYER_features_dense_3_8_conv2"
"NN_Conv2d_630","NN_Conv2d_630"
"NN_Conv2d_631","NN_Conv2d_631"
"NN_Conv2d_632","NN_Conv2d_632"
"NN_Conv2d_633","NN_Conv2d_633"
"NN_Conv2d_634","NN_Conv2d_634"
"NN_Conv2d_635","NN_Conv2d_635"
"Functional_concat_50","Torch_cat_50
LAYER_features_dense_3_8
LAYER_features_dense_3_9_bn1"
"NN_BatchNorm2d_636","NN_BatchNorm2d_636"
"NN_BatchNorm2d_637","NN_BatchNorm2d_637"
"NN_BatchNorm2d_638","NN_BatchNorm2d_638"
"NN_BatchNorm2d_639","NN_BatchNorm2d_639"
"NN_BatchNorm2d_640","NN_BatchNorm2d_640"
"NN_BatchNorm2d_641","NN_BatchNorm2d_641"
"Functional_relu_105","Functional_relu_105"
"","LAYER_features_dense_3_9_conv1"
"NN_Conv2d_636","NN_Conv2d_636"
"NN_Conv2d_637","NN_Conv2d_637"
"NN_Conv2d_638","NN_Conv2d_638"
"NN_Conv2d_639","NN_Conv2d_639"
"NN_Conv2d_640","NN_Conv2d_640"
"NN_Conv2d_641","NN_Conv2d_641"
"","LAYER_features_dense_3_9_bn2"
"NN_BatchNorm2d_642","NN_BatchNorm2d_642"
"NN_BatchNorm2d_643","NN_BatchNorm2d_643"
"NN_BatchNorm2d_644","NN_BatchNorm2d_644"
"NN_BatchNorm2d_645","NN_BatchNorm2d_645"
"NN_BatchNorm2d_646","NN_BatchNorm2d_646"
"NN_BatchNorm2d_647","NN_BatchNorm2d_647"
"Functional_relu_106","Functional_relu_106"
"","LAYER_features_dense_3_9_conv2"
"NN_Conv2d_642","NN_Conv2d_642"
"NN_Conv2d_643","NN_Conv2d_643"
"NN_Conv2d_644","NN_Conv2d_644"
"NN_Conv2d_645","NN_Conv2d_645"
"NN_Conv2d_646","NN_Conv2d_646"
"NN_Conv2d_647","NN_Conv2d_647"
"Functional_concat_51","Torch_cat_51
LAYER_features_dense_3_9
LAYER_features_dense_3_10_bn1"
"NN_BatchNorm2d_648","NN_BatchNorm2d_648"
"NN_BatchNorm2d_649","NN_BatchNorm2d_649"
"NN_BatchNorm2d_650","NN_BatchNorm2d_650"
"NN_BatchNorm2d_651","NN_BatchNorm2d_651"
"NN_BatchNorm2d_652","NN_BatchNorm2d_652"
"NN_BatchNorm2d_653","NN_BatchNorm2d_653"
"Functional_relu_107","Functional_relu_107"
"","LAYER_features_dense_3_10_conv1"
"NN_Conv2d_648","NN_Conv2d_648"
"NN_Conv2d_649","NN_Conv2d_649"
"NN_Conv2d_650","NN_Conv2d_650"
"NN_Conv2d_651","NN_Conv2d_651"
"NN_Conv2d_652","NN_Conv2d_652"
"NN_Conv2d_653","NN_Conv2d_653"
"","LAYER_features_dense_3_10_bn2"
"NN_BatchNorm2d_654","NN_BatchNorm2d_654"
"NN_BatchNorm2d_655","NN_BatchNorm2d_655"
"NN_BatchNorm2d_656","NN_BatchNorm2d_656"
"NN_BatchNorm2d_657","NN_BatchNorm2d_657"
"NN_BatchNorm2d_658","NN_BatchNorm2d_658"
"NN_BatchNorm2d_659","NN_BatchNorm2d_659"
"Functional_relu_108","Functional_relu_108"
"","LAYER_features_dense_3_10_conv2"
"NN_Conv2d_654","NN_Conv2d_654"
"NN_Conv2d_655","NN_Conv2d_655"
"NN_Conv2d_656","NN_Conv2d_656"
"NN_Conv2d_657","NN_Conv2d_657"
"NN_Conv2d_658","NN_Conv2d_658"
"NN_Conv2d_659","NN_Conv2d_659"
"Functional_concat_52","Torch_cat_52
LAYER_features_dense_3_10
LAYER_features_dense_3_11_bn1"
"NN_BatchNorm2d_660","NN_BatchNorm2d_660"
"NN_BatchNorm2d_661","NN_BatchNorm2d_661"
"NN_BatchNorm2d_662","NN_BatchNorm2d_662"
"NN_BatchNorm2d_663","NN_BatchNorm2d_663"
"NN_BatchNorm2d_664","NN_BatchNorm2d_664"
"NN_BatchNorm2d_665","NN_BatchNorm2d_665"
"Functional_relu_109","Functional_relu_109"
"","LAYER_features_dense_3_11_conv1"
"NN_Conv2d_660","NN_Conv2d_660"
"NN_Conv2d_661","NN_Conv2d_661"
"NN_Conv2d_662","NN_Conv2d_662"
"NN_Conv2d_663","NN_Conv2d_663"
"NN_Conv2d_664","NN_Conv2d_664"
"NN_Conv2d_665","NN_Conv2d_665"
"","LAYER_features_dense_3_11_bn2"
"NN_BatchNorm2d_666","NN_BatchNorm2d_666"
"NN_BatchNorm2d_667","NN_BatchNorm2d_667"
"NN_BatchNorm2d_668","NN_BatchNorm2d_668"
"NN_BatchNorm2d_669","NN_BatchNorm2d_669"
"NN_BatchNorm2d_670","NN_BatchNorm2d_670"
"NN_BatchNorm2d_671","NN_BatchNorm2d_671"
"Functional_relu_110","Functional_relu_110"
"","LAYER_features_dense_3_11_conv2"
"NN_Conv2d_666","NN_Conv2d_666"
"NN_Conv2d_667","NN_Conv2d_667"
"NN_Conv2d_668","NN_Conv2d_668"
"NN_Conv2d_669","NN_Conv2d_669"
"NN_Conv2d_670","NN_Conv2d_670"
"NN_Conv2d_671","NN_Conv2d_671"
"Functional_concat_53","Torch_cat_53
LAYER_features_dense_3_11
LAYER_features_dense_3_12_bn1"
"NN_BatchNorm2d_672","NN_BatchNorm2d_672"
"NN_BatchNorm2d_673","NN_BatchNorm2d_673"
"NN_BatchNorm2d_674","NN_BatchNorm2d_674"
"NN_BatchNorm2d_675","NN_BatchNorm2d_675"
"NN_BatchNorm2d_676","NN_BatchNorm2d_676"
"NN_BatchNorm2d_677","NN_BatchNorm2d_677"
"Functional_relu_111","Functional_relu_111"
"","LAYER_features_dense_3_12_conv1"
"NN_Conv2d_672","NN_Conv2d_672"
"NN_Conv2d_673","NN_Conv2d_673"
"NN_Conv2d_674","NN_Conv2d_674"
"NN_Conv2d_675","NN_Conv2d_675"
"NN_Conv2d_676","NN_Conv2d_676"
"NN_Conv2d_677","NN_Conv2d_677"
"","LAYER_features_dense_3_12_bn2"
"NN_BatchNorm2d_678","NN_BatchNorm2d_678"
"NN_BatchNorm2d_679","NN_BatchNorm2d_679"
"NN_BatchNorm2d_680","NN_BatchNorm2d_680"
"NN_BatchNorm2d_681","NN_BatchNorm2d_681"
"NN_BatchNorm2d_682","NN_BatchNorm2d_682"
"NN_BatchNorm2d_683","NN_BatchNorm2d_683"
"Functional_relu_112","Functional_relu_112"
"","LAYER_features_dense_3_12_conv2"
"NN_Conv2d_678","NN_Conv2d_678"
"NN_Conv2d_679","NN_Conv2d_679"
"NN_Conv2d_680","NN_Conv2d_680"
"NN_Conv2d_681","NN_Conv2d_681"
"NN_Conv2d_682","NN_Conv2d_682"
"NN_Conv2d_683","NN_Conv2d_683"
"Functional_concat_54","Torch_cat_54
LAYER_features_dense_3_12
LAYER_features_dense_3_13_bn1"
"NN_BatchNorm2d_684","NN_BatchNorm2d_684"
"NN_BatchNorm2d_685","NN_BatchNorm2d_685"
"NN_BatchNorm2d_686","NN_BatchNorm2d_686"
"NN_BatchNorm2d_687","NN_BatchNorm2d_687"
"NN_BatchNorm2d_688","NN_BatchNorm2d_688"
"NN_BatchNorm2d_689","NN_BatchNorm2d_689"
"Functional_relu_113","Functional_relu_113"
"","LAYER_features_dense_3_13_conv1"
"NN_Conv2d_684","NN_Conv2d_684"
"NN_Conv2d_685","NN_Conv2d_685"
"NN_Conv2d_686","NN_Conv2d_686"
"NN_Conv2d_687","NN_Conv2d_687"
"NN_Conv2d_688","NN_Conv2d_688"
"NN_Conv2d_689","NN_Conv2d_689"
"","LAYER_features_dense_3_13_bn2"
"NN_BatchNorm2d_690","NN_BatchNorm2d_690"
"NN_BatchNorm2d_691","NN_BatchNorm2d_691"
"NN_BatchNorm2d_692","NN_BatchNorm2d_692"
"NN_BatchNorm2d_693","NN_BatchNorm2d_693"
"NN_BatchNorm2d_694","NN_BatchNorm2d_694"
"NN_BatchNorm2d_695","NN_BatchNorm2d_695"
"Functional_relu_114","Functional_relu_114"
"","LAYER_features_dense_3_13_conv2"
"NN_Conv2d_690","NN_Conv2d_690"
"NN_Conv2d_691","NN_Conv2d_691"
"NN_Conv2d_692","NN_Conv2d_692"
"NN_Conv2d_693","NN_Conv2d_693"
"NN_Conv2d_694","NN_Conv2d_694"
"NN_Conv2d_695","NN_Conv2d_695"
"Functional_concat_55","Torch_cat_55
LAYER_features_dense_3_13
LAYER_features_dense_3_14_bn1"
"NN_BatchNorm2d_696","NN_BatchNorm2d_696"
"NN_BatchNorm2d_697","NN_BatchNorm2d_697"
"NN_BatchNorm2d_698","NN_BatchNorm2d_698"
"NN_BatchNorm2d_699","NN_BatchNorm2d_699"
"NN_BatchNorm2d_700","NN_BatchNorm2d_700"
"NN_BatchNorm2d_701","NN_BatchNorm2d_701"
"Functional_relu_115","Functional_relu_115"
"","LAYER_features_dense_3_14_conv1"
"NN_Conv2d_696","NN_Conv2d_696"
"NN_Conv2d_697","NN_Conv2d_697"
"NN_Conv2d_698","NN_Conv2d_698"
"NN_Conv2d_699","NN_Conv2d_699"
"NN_Conv2d_700","NN_Conv2d_700"
"NN_Conv2d_701","NN_Conv2d_701"
"","LAYER_features_dense_3_14_bn2"
"NN_BatchNorm2d_702","NN_BatchNorm2d_702"
"NN_BatchNorm2d_703","NN_BatchNorm2d_703"
"NN_BatchNorm2d_704","NN_BatchNorm2d_704"
"NN_BatchNorm2d_705","NN_BatchNorm2d_705"
"NN_BatchNorm2d_706","NN_BatchNorm2d_706"
"NN_BatchNorm2d_707","NN_BatchNorm2d_707"
"Functional_relu_116","Functional_relu_116"
"","LAYER_features_dense_3_14_conv2"
"NN_Conv2d_702","NN_Conv2d_702"
"NN_Conv2d_703","NN_Conv2d_703"
"NN_Conv2d_704","NN_Conv2d_704"
"NN_Conv2d_705","NN_Conv2d_705"
"NN_Conv2d_706","NN_Conv2d_706"
"NN_Conv2d_707","NN_Conv2d_707"
"Functional_concat_56","Torch_cat_56
LAYER_features_dense_3_14
LAYER_features_dense_3_15_bn1"
"NN_BatchNorm2d_708","NN_BatchNorm2d_708"
"NN_BatchNorm2d_709","NN_BatchNorm2d_709"
"NN_BatchNorm2d_710","NN_BatchNorm2d_710"
"NN_BatchNorm2d_711","NN_BatchNorm2d_711"
"NN_BatchNorm2d_712","NN_BatchNorm2d_712"
"NN_BatchNorm2d_713","NN_BatchNorm2d_713"
"Functional_relu_117","Functional_relu_117"
"","LAYER_features_dense_3_15_conv1"
"NN_Conv2d_708","NN_Conv2d_708"
"NN_Conv2d_709","NN_Conv2d_709"
"NN_Conv2d_710","NN_Conv2d_710"
"NN_Conv2d_711","NN_Conv2d_711"
"NN_Conv2d_712","NN_Conv2d_712"
"NN_Conv2d_713","NN_Conv2d_713"
"","LAYER_features_dense_3_15_bn2"
"NN_BatchNorm2d_714","NN_BatchNorm2d_714"
"NN_BatchNorm2d_715","NN_BatchNorm2d_715"
"NN_BatchNorm2d_716","NN_BatchNorm2d_716"
"NN_BatchNorm2d_717","NN_BatchNorm2d_717"
"NN_BatchNorm2d_718","NN_BatchNorm2d_718"
"NN_BatchNorm2d_719","NN_BatchNorm2d_719"
"Functional_relu_118","Functional_relu_118"
"","LAYER_features_dense_3_15_conv2"
"NN_Conv2d_714","NN_Conv2d_714"
"NN_Conv2d_715","NN_Conv2d_715"
"NN_Conv2d_716","NN_Conv2d_716"
"NN_Conv2d_717","NN_Conv2d_717"
"NN_Conv2d_718","NN_Conv2d_718"
"NN_Conv2d_719","NN_Conv2d_719"
"Functional_concat_57","Torch_cat_57
LAYER_features_dense_3_15
LAYER_features_dense_3
LAYER_features_final_bn"
"NN_BatchNorm2d_720","NN_BatchNorm2d_720"
"NN_BatchNorm2d_721","NN_BatchNorm2d_721"
"NN_BatchNorm2d_722","NN_BatchNorm2d_722"
"NN_BatchNorm2d_723","NN_BatchNorm2d_723"
"NN_BatchNorm2d_724","NN_BatchNorm2d_724"
"NN_BatchNorm2d_725","NN_BatchNorm2d_725"
"","LAYER_features_relu_end"
"NN_ReLU_6","NN_ReLU_6"
"NN_ReLU_7","NN_ReLU_7"
"NN_ReLU_8","NN_ReLU_8"
"NN_ReLU_9","NN_ReLU_9"
"NN_ReLU_10","NN_ReLU_10"
"NN_ReLU_11","NN_ReLU_11"
"","LAYER_features_avgpool"
"NN_AdaptiveAvgPool2d_0","NN_AdaptiveAvgPool2d_0"
"NN_AdaptiveAvgPool2d_1","NN_AdaptiveAvgPool2d_1"
"NN_AdaptiveAvgPool2d_2","NN_AdaptiveAvgPool2d_2"
"NN_AdaptiveAvgPool2d_3","NN_AdaptiveAvgPool2d_3"
"NN_AdaptiveAvgPool2d_4","NN_AdaptiveAvgPool2d_4"
"NN_AdaptiveAvgPool2d_5","NN_AdaptiveAvgPool2d_5"
"","LAYER_features"
"Functional_flatten_0","Torch_flatten_0"
"","LAYER_classifier"
"NN_Dense_0","NN_Linear_0"
"NN_Dense_1","NN_Linear_1"
"NN_Dense_2","NN_Linear_2"
"NN_Dense_3","NN_Linear_3"
"NN_Dense_4","NN_Linear_4"
"NN_Dense_5","NN_Linear_5"

